Review Name,Review Text,Review Time,Rating,Sentiment,Label
Thiện Tài,"de nghi xem lai cach lam viec cua nhan vien fpt chi nhanh Dong Nai, khach hang da dong tien nhung van bi ngung dich vu , tien da chuyen khoan hom truoc nhung hom sau van bi ngung dich vu va nhac nho dong tien. Day la lan thu 2 , ma khach hang: DNH047170",2 năm trước,1 sao,Tiêu cực,0
Dung Ha Thi Thuy,HR dễ thương,2 tháng trước,5 sao,Tích cực,1
Sơn Lê Thanh,Nhan vien nhiet tinh tu van goi cuoc gia ca hop ly. Rat hai long,một năm trước,5 sao,Tích cực,1
van hoang Nguyen,Nâng tiền nhưng không nâng chất lượng mạng như đã hứa! Cắt hợp đồng nhưng nhân viên tới nhà chửi mình chỉ là phòng dùng ké! Quăng cục tiền cho ổng đi cho rảnh nợ. Không bg dùng dịch vụ của fpt nữa,5 năm trước,1 sao,Tiêu cực,0
Ngọc anh Lê,Dịch vụ đang ký nhanh trãi nghiệm tốt mạng ổn,một năm trước,5 sao,Tích cực,1
Kim Loan,Dạo này mưa mạng fpt chuyên gia bị ngắt k chơi được. Cho tới sáng hôm sau cũng chưa được... mạng yếu quá tại sao nhà bị nhà không . Đề nghị bên nv fpt coi lại dùm E đánh giá chỉ dc 2 sao thôi 😣😣,6 năm trước,2 sao,Tiêu cực,0
Phước Lờ vê,Mới đăng ký dịch vụ của quý công ty được 1 tháng nhưng tồi hoàn toàn hài lòng về phong cách phục vụ. Sản phẩm Truyền Hình FPT rất phong phú. Chúc quý công ty ngày càng phát triển để đem lại cho khách hàng nhiều sản phẩm tốt hơn nữa,8 năm trước,5 sao,Tích cực,1
Tú Phạm,Đã dạng ký dịch vụ combo chơi game ko gap,một năm trước,5 sao,Trung tính,2
Minh Minh,Dịch vụ truyền hình nhiều nội dung hấp dẫn phòng phú,một năm trước,5 sao,Tích cực,1
Vương Nguyễn Quốc,"Dịch vụ truyền hình tốt, camera an toàn bảo mật ok",một năm trước,5 sao,Tích cực,1
Thế Anh Ngô,Khi có sự cố về mạng khách hàng có gọi điện lên để góp ý mà nhà mạng không giải quyết đc nên khách hàng quyết định đổi mạng khác và nhà mạng đã ép khách hàng trả này nọ rồi cắt mạng. FPT chỉ vì mình đã xài 10 năm rồi nên coi thường mặc kệ,4 năm trước,1 sao,Tiêu cực,0
Polo Ha,Nhân viên phục vụ còn chưa tốt,10 tháng trước,3 sao,Tiêu cực,0
Ngọc Mai Văn,"Dịch vụ khá là nhanh, nhiệt tình (chuyển đổi địa điểm tầm 6 giờ là hoàn thành)",4 năm trước,5 sao,Tích cực,1
Ngọc Bùi,tuyệt vời,2 tháng trước,5 sao,Tích cực,1
Van Duong Vu,Đã đăng ký dịch vụ sài rất tốt,một năm trước,5 sao,Tích cực,1
Nguyen Han,"Mạng tốt, wifi mạnh. Tivi hát karaoke phủ phê, hàng xóm phải mê, thích dc rủ rê thế là oke. Yeahhh",8 năm trước,5 sao,Tích cực,1
Quý Ngân Nguyễn Hữu,Nhân viên tư vấn nhanh nhạy. Bảng hiệu hơi nhỏ nên hơi khó phát hiện công ty ở đâu,4 năm trước,4 sao,Trung tính,2
Toi Lam,Nhà mạng tốt nhất,5 tháng trước,5 sao,Tích cực,1
Hoàn Vũ Thị,Đã lắp đặt và sử dụng rất tốt,một năm trước,5 sao,Tích cực,1
Dong Justin,"dịch vụ lắp đặt nhanh chóng, chuyên nghiệp, nhân viên nhiệt tình, nhà mình đang sử dụng dịch vụ ở đây",8 năm trước,5 sao,Tích cực,1
Nga Bui Van,"Nhân vui cùi bắp, khinh rẻ khách hàng",một năm trước,1 sao,Tiêu cực,0
Oanh Nguyen Thi Thuy,Chơi game tốt rất hài lòng,11 tháng trước,5 sao,Tích cực,1
hoai vuong,Quá tuyệt vời... 5 lon,một năm trước,5 sao,Tích cực,1
Thanh Quyen Tran,Địa chỉ công ty rất chính xác. Tôi hài lòng về chất lượng dịch vụ,8 năm trước,5 sao,Tích cực,1
Thanh N,Tốt,2 tháng trước,5 sao,Tích cực,1
Thị ngọc anh Tăng,Sài mạng nhanh ổn định,11 tháng trước,5 sao,Tích cực,1
Phong Nguyen,"Wifi mạnh, truyền hình hấp dẫn...",một năm trước,5 sao,Tích cực,1
Mr Amateur,"Đặt địa điểm tào lao,làm chạy lòi mắt tìm ko ra",6 năm trước,1 sao,Tiêu cực,0
Duong Nv,Tôi hài lòng về dịch vụ cũng như phong cách phục vụ của công ty FPT Biên Hòa Đồng Nai,8 năm trước,5 sao,Tích cực,1
jonhuk mr,"Đây là trụ sở chính của Công ty FPT tại Biên Hoà, Đồng Nai.",5 năm trước,4 sao,Trung tính,2
haophat gia,chat luong phuc vu qua toi nhan vien giai thich ko the chap nhan dc,6 năm trước,1 sao,Tiêu cực,0
Duong Lê,Dịch vụ ok,một năm trước,5 sao,Tích cực,1
Chị Mèo,Mạng rất tôt.,một năm trước,5 sao,Tích cực,1
Phu Tran,Tôi ở Long Khánh sử dụng tốt. cảm ơn FPT,8 năm trước,5 sao,Tích cực,1
Nhân Phan Trọng,"Giao dịch viên xinh xắn, nhiệt tình =))",4 năm trước,5 sao,Tích cực,1
thai son Pham,"fpt dong nai cung cap  dich vu internet nhanh,  truyen hinh hay, dac sac",8 năm trước,5 sao,Tích cực,1
IN QUANG CAO NINH BINHPHUOC,địa chỉ đáng tin cậy cho khách hàng!,8 năm trước,5 sao,Tích cực,1
Văn Phương Trần,Địa điểm lắp wifi tốt,một năm trước,5 sao,Tích cực,1
Dung Ngo,"internet nhanh khoe, hoc online chat luong on dinh.",2 năm trước,5 sao,Tích cực,1
Sinh Duong,"Toi rat thich FPT dong nai. Chat luong tot, toc do on dinh",11 năm trước,5 sao,Tích cực,1
an tran,Nhân viên lịch sự thân thiện,6 năm trước,4 sao,Tích cực,1
phương thanh phạm,mạng nhanh và tôi thích sử dụng FPT,8 năm trước,5 sao,Tích cực,1
Phung Minh Tuan,Dịch vụ nhanh. Niềm nở,6 năm trước,4 sao,Tích cực,1
Đức Tâm Nguyễn,"Mạng dùng tốt, wifi mạnh, tôi hài lòng",8 năm trước,5 sao,Tích cực,1
Nguyen Hoa,"phục vụ, giải đáp tận tình",7 năm trước,5 sao,Tích cực,1
Nguyễn Minh Hoàng,"Hỗ trợ khá nhanh, nhiệt tình",6 năm trước,4 sao,Tích cực,1
VanTrung Pham,Dịch vụ internet và truyền hình HD,5 năm trước,5 sao,Tích cực,1
hauke susu,Dịch vụ tốt,5 năm trước,4 sao,Tích cực,1
lê huyền,Tôi thích truyền hình FPT,8 năm trước,5 sao,Tích cực,1
hữu hiền nguyễn,Cũng được,5 năm trước,4 sao,Trung tính,2
Mai Vinh,Tạm ổn,4 năm trước,4 sao,Trung tính,2
Hoàng Văn Sơn,fpt good,8 năm trước,5 sao,Tích cực,1
Tùng Lê,Tạm được,7 năm trước,4 sao,Trung tính,2
Say Vv,Nhiệt tình,6 năm trước,5 sao,Tích cực,1
FPT Đăng Ký WIFI CÁP QUANG FPT,rat tien loi,4 năm trước,5 sao,Tích cực,1
Tuyển Nguyễn Văn,Tốt,5 năm trước,5 sao,Tích cực,1
Hòa Lê,Ổn,2 tháng trước,5 sao,Tích cực,1
Sy Nguyen Tien,Tốt,2 tháng trước,5 sao,Tích cực,1
Năm Cao,Ổn,7 tháng trước,5 sao,Tích cực,1
Huy Nguyễn,VPGD FPT,7 tháng trước,5 sao,Trung tính,2
Phương Cù,con chuột,một năm trước,5 sao,Trung tính,2
Hoàng Trần,Ổn,một năm trước,5 sao,Tích cực,1
Ghin,Tốt,5 năm trước,5 sao,Tích cực,1
Steve Long,dịch vụ tốt,5 năm trước,5 sao,Tích cực,1
Cuong Pham Hung,Ổn,4 năm trước,4 sao,Tích cực,1
Lê Tiến Dũng,Tốt,5 năm trước,5 sao,Tích cực,1
Hoàng Công Hùng,Tốt,8 năm trước,5 sao,Tích cực,1
Phong Trần,Lắp đặt wifi không kiểm tra cáp quang cho khách hàng,một tuần trước,1 sao,Tiêu cực,0
Dao Liem,"FPT nơi cung cấp mạng truyền thông xh, camera giam sát, truyền hình, wifi có thể tin tưởng được minh cho 5 sao vì khi có vấn đề gọi là kỹ thuật xử lý ngay",11 tháng trước,5 sao,Tích cực,1
Pham Quang Toan,"Nhân viên thân thiện, làm việc nghiêm túc.",2 năm trước,4 sao,Tích cực,1
Quốc Khánh Nguyễn,"Phòng giao dịch sạch sẽ, nhân viên cực kỳ thân thiện",2 năm trước,5 sao,Tích cực,1
phuc pham,"Dịch vụ ok, phục vụ tận tâm!",3 năm trước,5 sao,Tích cực,1
TRINHTUTAI TRINHTUTAI,Tốt hơn,9 tháng trước,5 sao,Tích cực,1
Coffee & Tea Binbo “Binbo”,"Làm việc nhanh ,",2 năm trước,5 sao,Tích cực,1
Dung Tran,Ổn,10 tháng trước,5 sao,Tích cực,1
Anna Anna,Đường đi khó tìm,một năm trước,3 sao,Tiêu cực,0
Phi Hồ - My family,Ổn,2 năm trước,4 sao,Tích cực,1
Ngân Phạm Kim Châu,Gọi điện nhờ tư vấn mà nhân viên không tư vấn rõ ràng cho khách mà còn nói chuyện với thái độ chán ghét khách ăn nói thiếu chuyên nghiệp cần phải coi lại,5 tháng trước,1 sao,Tiêu cực,0
Hanh Pham,Nam nhân viên tư vấn bán hàng ăn nói xấc láo mất dạy.. nói chuyện với khách hàng tự ngắt ngang điện thoại… cần chấn chỉnh lại,5 tháng trước,1 sao,Tiêu cực,0
Liêm Nguyễn Thanh,"Gọi cho tổng đài thì tất cả tổng đài viên đều bận , gọi qua cho bên chi nhánh này do thấy gần đ/c nhà nhất . Bắt máy khách chỉ vừa hỏi yêu cầu hỗ trợ đường truyền thì bảo khách liên hệ lại tổng đài rồi cúp máy ngang ? Cho dịch vụ của fpr là như vậy hay sao ? Làm ăn vớ va vớ vẫn như vậy thì chịu 🙄 …",6 tháng trước,1 sao,Tiêu cực,0
Hoang Pham,"Mặt bằng rộng rãi, trang trí đẹp, nhân viên làm việc tận tình, chuyên nghiệp.",2 năm trước,5 sao,Tích cực,1
Le Minh Tuan,"Mới gọi hồi sáng, trưa nay đã có nhân viên qua bắt, mình chọn gois~300k, thấy sóng lướt vi vu, mạnh lắm. Ai lắp mạng fpt ở tân bình thì cứ gọi bên này, đóng 6 tháng có giảm giá á",5 năm trước,5 sao,Tích cực,1
Nhat Le Trieu,Địa điểm lắp mạng fpt uy tín tại quận tân bình. tôi đã lắp mạng ở địa chỉ 24 đường phan huy ích và sử dụng được 2 năm. cảm thấy rất hài lòng với dịch vụ fpt tân bình,5 năm trước,5 sao,Tích cực,1
Jason Pham,thương hiệu rẻ tiền cho đi dán bậy tùm lum,một năm trước,1 sao,Tiêu cực,0
Trong Cao,muốn mua hàng mà nhân viên tư vấn rất tệ,một năm trước,1 sao,Tiêu cực,0
Ngọc,"Thái độ nhân viên thiếu chuyên nghiệp, lắp đặt chậm. Không bao giờ dùng mạng fpt",2 năm trước,1 sao,Tiêu cực,0
Văn Nguyễn,"Lắp đặt nhanh chóng, nhân viên tư vấn nhiệt tình. Cảm ơn sự hợp tác của các bạn. Chúc các bạn thành công.",5 năm trước,5 sao,Tích cực,1
Nguyễn Văn Long,Dịch vụ làm ăn như lừa đảo thu tiền xong không chịu qua lắp đặt cho khách,5 năm trước,1 sao,Tiêu cực,0
Long Huynh,Nhân Viên Tận Tình. Chuyên nghiệp. Giá Cước Tốt Nhất Khu Vực. Like,5 năm trước,5 sao,Tích cực,1
hunguyendinh thaonamcuc,"địa điểm chính xác của fpt quận tân bình, tôi đã ghé văn phòng ở đây",4 năm trước,4 sao,Trung tính,2
Sang Đỗ Thanh,Mạng quá tệ,một năm trước,1 sao,Tiêu cực,0
vu tran,Nhan vien từ vẫn nhiệt tinh vui ve,5 năm trước,5 sao,Tích cực,1
Dzung Kiều,Tới nâng cấp tốc độ mạng lên gói 60mb,3 năm trước,5 sao,Trung tính,2
Khang Tran,Lắp mạng fpt dùng ổn định lắm nha,4 năm trước,5 sao,Tích cực,1
sa kim,Nhân viên tư vấn nhiệt tình,3 năm trước,5 sao,Tích cực,1
Lắp Mạng FPT,Tuyệt vời ông mặt trời,5 năm trước,5 sao,Tích cực,1
Ngoc Thao Nguyen,Hi fpt xai rat tien,4 năm trước,5 sao,Tích cực,1
mcclure bonner,Giả mạo website công ty,4 năm trước,1 sao,Tiêu cực,0
Khang Tran,Địa điểm uy tín,4 năm trước,5 sao,Tích cực,1
Alex Nguyễn,Nhanh chóng dễ dàng,3 năm trước,4 sao,Tích cực,1
Khqng Tran,Dich vu tot,4 năm trước,5 sao,Tích cực,1
Tab S6 Samsung,Dia diem fpt tan binh,4 năm trước,5 sao,Trung tính,2
Huan Nguyen,Không có bãi đậu xe,3 năm trước,4 sao,Tiêu cực,0
Mạnh Nguyễn,Dịch vụ tốt!,5 năm trước,5 sao,Tích cực,1
namdai cao,Tốt,3 năm trước,5 sao,Tích cực,1
Mai Nguyen,Internet rất tốt,5 năm trước,5 sao,Tích cực,1
Hoàng Việt Bùi,"địa điểm lắp mạng uy tín của fpt ở bình chánh, các bạn nhân viên tư vấn gói cước phù hợp với nhu cầu sử dụng. rất nhiệt tình và thân thiện nữa, hi vọng mạng dùng ổn định sau khi ký hợp đồng :))",5 năm trước,5 sao,Tích cực,1
An Nguyên Vũ Hoài,"Chất lượng dịch vụ cực kỳ tệ. Đăng ký chuyển địa điểm sử dụng Internet hết 275k cam kết thực hiện trong 48 tiếng. Nay ngày thứ 3 sắp sang ngày thứ 4 rồi chưa thấy liên hệ hay thực hiện, gọi tổng đài thì hẹn lần hẹn lượt qua loa. Cực kỳ tệ",6 năm trước,1 sao,Tiêu cực,0
po nguyen,"FPT mọi kết nối trên một đường truyền. Chất lượng dịch vụ tốt, phục vụ khách hàng nhiệt tình, ân cần chu đáo.",7 năm trước,5 sao,Tích cực,1
Khánh Nguyễn,FPT nỗ lựclàm khách hàng hài lòng trên cơ sở hiểu biết sâu sắc và đáp ứng một cách tốt nhất nhu cầu với lòng tận tụy và năng lực không ngừng được nâng cao,7 năm trước,5 sao,Tích cực,1
Jahaa naboa,"dich vu tot lam nha, nhan vien nhiet tinh vui ve va rat than thien, toi da dang ky mang o duong vo van van goi super22. fpt binh chanh lam rat tot",5 năm trước,5 sao,Tích cực,1
Nam Nguyen (Nguyennam ntv),Fpt phục vụ tot,4 năm trước,4 sao,Tích cực,1
Tài Vũ,"Địa chỉ ảo hay định vị sai, chạy tới đúng vị trí không thấy.",2 năm trước,1 sao,Tiêu cực,0
My Nguyen,"FPT tại Bình Chánh phục vụ tận tình , chu đáo, tôi rất hài lòng",7 năm trước,5 sao,Tích cực,1
Tân Nguyễn,"Nhân viên nhiệt tình, chăm sóc khách hàng tốt",3 năm trước,5 sao,Tích cực,1
CCV,"nhân viên phục vụ tốt,làm việc nhanh gọn.",5 năm trước,4 sao,Tích cực,1
vananh nguyen,Dịch vụ CSKH FPT rất tận tình!!,7 năm trước,5 sao,Tích cực,1
nhut Truong Vo,Tuyệt vời,một năm trước,5 sao,Tích cực,1
Nhật Lễ Boo,Rất ok,2 năm trước,5 sao,Tích cực,1
Phiên Lê,Đăng kí lắp Mạng FPT - 0908.394.634,7 năm trước,5 sao,Trung tính,2
Phạm Tân,Quán ăn phục vụ tốt,3 năm trước,5 sao,Tích cực,1
huyen nguyen thi,"Dịch vụ tốt, uy tín",4 năm trước,5 sao,Tích cực,1
Anh Trúc,Chất lượng ổn định.,7 năm trước,5 sao,Trung tính,2
Nguyễn Bích,👍👍 …,một năm trước,5 sao,Tích cực,1
HTP & Daily work,Tốt,4 năm trước,4 sao,Tích cực,1
Manh LyQuoc,Tốt,7 năm trước,5 sao,Tích cực,1
Kiều Nguyễn thị,"Dịch vụ rất tốt, tư vấn tận tình, lắp đặt nhanh. Mạng sử dụng ổn",2 tháng trước,5 sao,Tích cực,1
Thanh Chinh,Đây là nội dung review của tôi.,một năm trước,5 sao,Trung tính,2
Khang Nguyen,"Là 1 khách hàng nhiều năm , với gói cước wjfi gia đình 290k/1tháng . cảm thấy nhà mạg wá cẩu thả trog việc chăm sóc giải quyết vấn đề mạg cho KH . gia đình tôi đã 2 ngày không kết nối được wjfi công việc mọi thứ đình trệ .trog khi gọi tổng đài thì cứ phải là chờ rồi hẹn nhiều lần không ai giải quyết 👎 …",2 năm trước,1 sao,Tiêu cực,0
minh son Tran,"Chat luong on dinh trong tam gia, nhan vien nhiet tình",4 năm trước,5 sao,Tích cực,1
Minh hà Nguyễn,"Văn phòng FPT Thuận An sạch sẽ, thoáng mát.",một năm trước,5 sao,Tích cực,1
trọng hoàn,Sử dụng gần năm lướt fb k nổi. Nv kiểm tra mấy lần cũng nói lỗi mã. Kết thúc k sử dụng nv thu tiền thu luôn cục phát. Mãi k trả tiền cọc. Còn gọi điện nói hợp đồng quá hạn gì đấy sẽ chuyển cho bên thứ 3. Dmm,2 năm trước,1 sao,Tiêu cực,0
Alaba Hhcn,"Chi nhánh FPT Thuận An dễ tìm đường, văn phòng rộng rãi, thoáng mát.",một năm trước,5 sao,Tích cực,1
Thái Duy,Mới chuyển mạng từ Viettel qua mạng FPT và không thất vọng nhé mọi người.,một năm trước,5 sao,Tích cực,1
Hiếu Nguyendanh,"Thái độ ngân viên rất khó chịu , kiểu làm thì làm ko làm thì thôi. Nhìn toàn trẻ trẻ mà lên giọng",2 năm trước,1 sao,Tiêu cực,0
thuthuy hoang,"Mạng FPT mạnh, giá rẻ, sóng wifi ổn định nhé mọi người.",một năm trước,5 sao,Tích cực,1
Nhung Hồng,"Mới lên đăng ký lắp đặt mạng cáp quang FPT, công nhận mạng FPT mạnh và nhanh thiệt",3 năm trước,5 sao,Tích cực,1
Xuân Trường,Nhân viên phục vụ khó chịu. Cáu gắt,2 năm trước,1 sao,Tiêu cực,0
Tungduy Vo,"Nhân viên tư vấn nhiệt tình, dễ thương",4 năm trước,5 sao,Tích cực,1
Võ Lạc Thiên (Ken Nha Que),"nhan vien nhiet tinh, vui ve, phuc vu nhanh",4 năm trước,5 sao,Tích cực,1
Oanh My,Nhân viên kỹ thuật nhiệt tình lắm,4 năm trước,5 sao,Tích cực,1
Bao Xuyen,"Dich vu tot, nhan vien nhiet tinh",4 năm trước,5 sao,Tích cực,1
Tân Nguyễn Duy,Dịch vụ của FPT rất tốt,5 năm trước,5 sao,Tích cực,1
Anhquoc Trieu,Toạ độ. Chính xác lắm!,4 năm trước,5 sao,Trung tính,2
Minh Lenhat,Dịc vụ rất tốt,5 năm trước,5 sao,Tích cực,1
Danh Ha,Nhân viên nhiệt tình,5 năm trước,5 sao,Tích cực,1
Nguyen Le Van,Bảo trì nhanh,2 năm trước,5 sao,Tích cực,1
Thanh Ngoc Pham,Đây thây,3 năm trước,5 sao,Tích cực,1
Huyền Trân Nguyễn Vũ,Rất tốt,5 năm trước,5 sao,Tích cực,1
Văn Kiên,Dịch vụ ok,5 năm trước,5 sao,Tích cực,1
Vũ Điệp Phan,Dich vụ ok,5 năm trước,5 sao,Tích cực,1
RÔ,Dịch vụ tốt,5 năm trước,5 sao,Tích cực,1
thanh lê,Tốt,5 năm trước,5 sao,Tích cực,1
Chien dinh,tốt,5 năm trước,5 sao,Tích cực,1
TRỌNG THỦY VŨ,Tốt,một năm trước,5 sao,Tích cực,1
Chien Anh,Tốt,5 năm trước,5 sao,Tích cực,1
hoa trinh,Tốt,6 năm trước,5 sao,Tích cực,1
Diem Nguyen,Nhân viên cty nhiệt tình phục vụ khách hàng,3 tháng trước,5 sao,Tích cực,1
An Trường,"Chất lượng mạng tốt, nhân viên vui vẻ nhiệt tình, hỗ trợ nhanh chóng. Rất hài lòng về dịch vụ",3 tháng trước,5 sao,Tích cực,1
