Review Name,Review Text,Review Time,Rating
Trà Mi Lê,"Dịch vụ tốt, mạng mạnh",6 tháng trước,5 sao
Nguyễn Minh Tân,Dịch vụ chất lượng,5 tháng trước,5 sao
Thi Nguyễn,"Mạng mạnh, dịch vụ tốt, nhân viên nhiệt tình",một năm trước,5 sao
PYN NHATNH2,"Chất lượng rất tốt, nhân viên rất nhiệt tình.",một năm trước,5 sao
Quỳnh Trúc Cao,"Mạng ổn định,tivi box xài tốt,nhân viên nhiệt tình",một năm trước,5 sao
thi huyen,"Chất lượng dịch vụ tốt, tôi rất hài lòng.",một năm trước,5 sao
thi hop nguyen,"Mạng mạnh, dịch vụ tốt",7 tháng trước,5 sao
Hieu Doannguyenchi,"Nhân viên tư vấn nhiệt tình, xài mạng rất ổn",2 năm trước,5 sao
Gialai85 Fpt,"Tốc độ mạng nhanh,nhân viên chăm sóc nhiệt tình",một năm trước,5 sao
Vi Vo Ha,"nhân viên tuyệt vời , tư vấn nhiệt tình tốt",2 năm trước,5 sao
Viet anh Tran,Chất lượng dịch vụ trên cả mong đợi,một năm trước,5 sao
Ngyen Tunh,"Nhân viên nhiệt tình quá , mạng ổn tuyệt vời",2 năm trước,5 sao
Phụng Lê,"rất tốt, tư vấn và triển khai nhanh",một năm trước,5 sao
Quoc Vo ky,"Rất hài lòng, chăn sóc tốt tư vấn tốt, hô trợ tốt.",một năm trước,5 sao
Công Lê Thành,Tôi hài lòng về dịch vụ bạn cung cấp,một năm trước,5 sao
Thanh vo dinh,"Fpt telecom Phú Yên tốc độ cao, phục vụ bảo trì nhanh chóng.",một năm trước,5 sao
Hữu Toàn Nguyễn,"NGON, MẠNH, PHỤC VỤ QUÁ NHIỆT TÌNH - CHẤT LƯỢNG 5 SAO",một năm trước,5 sao
Lượng Minh,"Rất chuyên nghiệp, tư vấn nhiệt tình",2 năm trước,5 sao
Nguyen Xuan Vu,"Uy tín chất lượng, phục vụ tốt",một năm trước,5 sao
Nhân Môbiu TV,Ok bấy bê,một năm trước,5 sao
Linh Linh,Chất lượng dịch vụ tôt,một năm trước,5 sao
Thanh Hưng,Quá tuyệt vời,một năm trước,5 sao
Quang Minh Dao,"Phục vụ nhiệt tình, tư vấn tốt",5 năm trước,4 sao
cong ly Nguyen,Dịch vụ tốt,một năm trước,5 sao
Hoàng Huấn,5 * cho chất lượng !,một năm trước,5 sao
Bảo Đoan Huỳnh,Phục vụ rất tốt,một năm trước,5 sao
Khánh Lê,Rất tốt,một năm trước,5 sao
Nguyen Ho Chi,"ngon, bổ , rẻ",một năm trước,5 sao
bich van,tuyệt vời,một năm trước,5 sao
Thái Học,Dịch vụ quá tốt,một năm trước,5 sao
Minh Tiến,"Mạnh , tuyet voi",2 năm trước,5 sao
Thanh Huy Nguyễn,tuyệt vời,một năm trước,5 sao
cao trinh,Thân thiện nhiệt tình,5 năm trước,5 sao
Tí NC,Chuyên nghiệp,3 năm trước,5 sao
Nguyễn Cường,Tuyệt vời.,6 năm trước,5 sao
vương nguyễn,Ổn,một năm trước,5 sao
Edwards Nguyễn,Tốt,một năm trước,5 sao
Công ty Thạnh Đức,Ổn,5 năm trước,4 sao
Kami Thảo,"tổng đài fpt telecom gia lai cskh tốt, mạng mạnh",2 tháng trước,5 sao
Huu Tran,Mạng fpt gia lai có wifi 6 sài chơi game mạnh,2 tháng trước,5 sao
Phường Võ,"Vị trí công ty FPT Telecom Gia Lai là chính xác . Mình đã đến đây để đăng kí lắp một line mạng cáp quang cho gia đình sài , dịch vụ khá là ngon đường truyền ổn định , chơi game k bị lag ,thích nhất là truyền hình FPT play điều khiển bằng giọng nói rất tiện cho ông bà già ở nhà , cảm thấy hài lòng !",một năm trước,5 sao
05 Long Hải Tửu,"Mạng fpt gia lai, tổng đài ok",4 tháng trước,5 sao
Tracy Võ,Tổng đài fpt gia lai - alo là có,4 tháng trước,5 sao
Gia Linh Nguyễn Trần,"FPT chuyên nghiệp thật, trải nghiệm tuyệt vời ở đây",2 năm trước,5 sao
Phước Nguyễn,"Mạng fpt gia lai sài ngon, nhà đang sử dụng",một năm trước,5 sao
adminstrator tùng,"lắp mạng giá rẻ tại gia lai, dùng mạng fpt là  10 điểm",một năm trước,5 sao
Louisa,Quán cafe của tôi đang dùng gói mạng 150Mps của FPT Gia Lai. Quán có lắp thiết bị chịu tải Vigor 2927 và Aruba phát mở rộng wifi. Sài 3 năm nay chưa một lần sự cố nào.,một năm trước,5 sao
Reanna Harfst,"tập đoàn FPT kinh doanh rất nhiều lĩnh vực như: phần mềm software, lắp mạng fpt telecom, cửa hàng fpt shop, trường cao đẳng đại học fpt edu, nhà thuốc fpt long châu.",một năm trước,5 sao
Phuonglinh Nguyen,Trải nghiệm rất tuyệt; gói cước được tư vấn phù hợp với nhu cầu của mình. Đội ngũ nhân viên nhiệt tình và vui vẻ,một năm trước,5 sao
Vong Ro,wifi 6 fpt rất mạnh,2 tháng trước,5 sao
Thị thấm vi,"thời gian lắp đặt nhanh chóng, sáng kí chiều đã kéo rồi, hy vọng sử lý sự cố nhanh nữa thì tốt.",một năm trước,5 sao
Phuc Bui dinh,"Dịch vụ nhà mạng FPT tốt, WiFi sóng khỏe, thích hợp kinh doanh phòng nét.",một năm trước,5 sao
Nhu Quyen Pham,"nhà mạng fpt sài tốt, nhân viên nhanh nhẹn, nhệt tình",11 tháng trước,5 sao
Vo NGOC HIEP,"Dịch vụ FPT tuyệt vời. KH là trọng tâm, kỹ thuật nhiệt tình, thân thiện. Lắp đặt nhanh chống. Rất hài lòng",2 năm trước,5 sao
Nhung Nguyen,Mạng FPT giá lai ngon rẻ mạnh,một năm trước,5 sao
Tùy Chu,Tong dai mang fpt gia lai nhanh,6 tháng trước,5 sao
Phú Nguyễn,"Nhân viên rất Nhiêt tình, cảm thấy hài lòng về Internet fpt gia lai",một năm trước,5 sao
William Ben Gibbons,FPT Play có bản quyền giải bóng đá Cúp C1. Chả có bên nào ngoài FPT cung cấp giải này.,một năm trước,5 sao
Quốc Anh Dương,"Một địa chỉ quá tuyệt vời để lựa chọn các bộ sản phẩn viễn thông, nhân viên nhiệt tình, sản phẩm đa dạng, mẫu mã, chủng loại phong phú",2 năm trước,5 sao
Vanda Bonfim,"FPT có cung cấp IP tĩnh cho doanh nghiệp, giá hơi chát, đã dùng được 2 năm.",một năm trước,5 sao
Pierre Camps,"dịch vụ tồi. hẹn nhưng đến quá sớm, làm phiền tôi trong công việc.",một năm trước,1 sao
mobi binh,Mạng fpt pleiku mạnh,2 tuần trước,5 sao
Liên Kim,fpt mang yang lắp mạng,4 tháng trước,5 sao
Nguyệt Đặng thị,Mới lắp. Mạng xài nhanh và ổn định lắm. Thank nhà mạng fpt gia lai,một năm trước,5 sao
Hưng Lê,Gói cước doanh nghiệp của mạng FPT là hợp lý,10 tháng trước,5 sao
Trần Bảo,"Wifi này chơi liên quân khá ổn , chất lượng tốt , tôi hài lòng . Và sẽ lắp thêm 1 đường truyền nữa",2 năm trước,5 sao
Annette Clark,"FPT Gia Lai - Có bãi đậu xe. Bác bảo vệ phục vụ nhiệt tình, chu đáo.",một năm trước,5 sao
Linh Nguyễn,"Tôi đã từng dùng qua các nhà mạng của nhà cung cấp khác, Chuyển qua FPT thấy tuyệt vời nhất",một năm trước,5 sao
Alden,công ty fpt gia lai là một trong ba nhà cung cấp dịch vụ cáp quang tốt tại pleiku,một năm trước,5 sao
Phượng Bích,"Nhà đang lắp sài thử 1 Camera FPT để ngoài trời, cảm giác rất chắc chắn, hài lòng",một năm trước,5 sao
trendy chicco,"Mạng fpt tốt, ổn định, đã sàu 10 năm",10 tháng trước,5 sao
Bùi Xuân Bảo,"ở đây có lắp mạng, và truyền hình fpt play để xem tivi nè",một năm trước,5 sao
Dylan Sullivan,"dịch vụ tư vấn tại nhà, demo xem truyền hình FPT Play trước khi lắp đặt, trực quan",một năm trước,5 sao
Huong Vu,"Lắp đặt mạng FPT được cung cấp thiết bị wifi chuyên dụng, modem wifi 6 tuyệt vời",một năm trước,5 sao
Hung Tran,Cáp quang fpt chơi game mạnh,6 tháng trước,5 sao
Grainne,"Phần mềm quản lý bán hàng cho quán café chạy ổn định, đang sài kiotviet.",một năm trước,5 sao
Rowan,VPF và FPT Play  hợp tác trình chiếu bóng đá vleague trong 5 năm 2023-2027,một năm trước,5 sao
Thùy Dương,"FPT Gia Lai. Vui lòng liên hệ với chúng tôi theo số điện thoại: không, chín, bốn, bảy, tám, ba, ba, sáu, bảy, chín.",một năm trước,5 sao
HUY HOÀNG,tổng đài mạng fpt gia lai,4 tháng trước,5 sao
Duyen Dang,Dịch vụ fpt gia lai tốt,một năm trước,5 sao
김하람,"nhà mình dùng mạng fpt gia lai đã hơn mười năm nay, ổn định",một năm trước,5 sao
Ngân Khánh Nguyễn,Điểm cung cấp dịch vụ internet fpt - truyền hình chất lượng cao. Chăm sóc tận tình.,một năm trước,5 sao
Huyền Trần Thị,"Các bạn kỹ thuật FPT sửa laptop tại nhà rất nhanh, giá hợp lý.",một năm trước,5 sao
Quỳnh Lê Thị,"nhà tôi sử dụng mạng wifi fpt tại đây lắp đặt, tốt",một năm trước,5 sao
Oswald,FPT cung cấp giải pháp mạng wifi cho khách sạn kết hợp wifi marketing rất tốt,một năm trước,5 sao
Quỳnh trâm Hồ,Mạng fpt sóng WiFi mạnh,6 tháng trước,5 sao
Bim Bim,thiết bị đầu cuối của nhà mạng fpt gia lai nói chung là tốt nhất,một năm trước,5 sao
Ngọcc Thảoo,"cáp quang fpt gia lai sài ổn định, live tream bán hàng chạy rất ngon",một năm trước,5 sao
Orborne,FPT có dịch vụ sửa máy tính tận nhà tại Pleiku nhanh nhất.,một năm trước,5 sao
Doris,"tổng đài fpt gia lai, gọi là có, bạn cskh nhiệt tình, tận tâm.",một năm trước,5 sao
Vy Đặng,Gói mạng fpt cho gia đình là rẻ,10 tháng trước,5 sao
viet tran,"FPT Gia Lai, chuyên lắp mạng, báo giá tốt",11 tháng trước,5 sao
Tayler Fulk Diltz,Cước mạng hàng tháng công ty mình thanh toán cho FPT tầm 300k/tháng.,một năm trước,5 sao
Binh Pham,internet tốt mạng ổn định mình sẽ giới thiệu thêm bạn bè gắn internet ở fpt,một năm trước,5 sao
Janaé Bennett,"Là nhà mạng cung cấp giải pháp, giải quyết được nhu cầu sử dụng của khách hàng",một năm trước,5 sao
Hannah Norris,modem phát wifi của fpt gia lai phát ra hai sóng là 2.4Ghz và 5Ghz,một năm trước,5 sao
Hoàng Tú Hồ,Tong dai lap mang fpt gia lai. Tốt,10 tháng trước,5 sao
Helga,"Mình đang sài gói Triple của nhà mạng FPT, thấy ổn định.",một năm trước,5 sao
Kyle Boetcker,"thi công lắp đặt rất nhanh, thanh toán sau khi hoàn tất",một năm trước,5 sao
Hai Chu,"Wifi tốc độ cao, giá lại rẻ. Tuyệt vời",một năm trước,5 sao
Verity,"Phần mềm bán hàng, quản lý hàng hóa, giá cạnh tranh, tin dùng.",một năm trước,5 sao
Điền Dương anh,Nhân viên nhiệt tình. Đánh giá tốt 5 sao,một năm trước,5 sao
Kennedi Cobb,"Truyền hình đầu thu FPT Play hỗ trợ giọng nói, rất tiện lợi",một năm trước,5 sao
Allison Proctor,Nhà Thông Minh FPT - Thiết Bị Smart Home Số 1 Tại Pleiku Gia Lai,một năm trước,5 sao
Dt Dt,Mang fpt song wifi manh,7 tháng trước,5 sao
Do Mi,địa chỉ công ty fpt telecom ở đây là chính xác,một năm trước,5 sao
Anusak Buncha,Tất cả dịch vụ của FPT điều tốt - đúng tiền nào của nấy!,một năm trước,5 sao
Thủy Vinh,nhà mạng fpt gia lai giá cao hơn hẳn viettel và vnpt,một năm trước,5 sao
Crystal Whitley,wifi 6 của fpt gói 150Mbps dùng thấy ổn định lắm,một năm trước,5 sao
Trần Bảo Ngọc,"Bộ kích sóng wifi của FPT sài ổn định, bộ mesh giá tốt",một năm trước,5 sao
Harding,"Cung cấp giải pháp quản lý bán hàng, phần mềm KiotViet Gia Lai.",một năm trước,5 sao
Terrye Takacs,"Mạng FPT dùng cho quán Cafe tuyệt vời , ổn định",một năm trước,5 sao
china hacker,gói wifi mạng fpt giá rẻ,8 tháng trước,5 sao
Hubert,Tổng đài FPT - không chín bốn bảy tám ba ba sáu bảy chín. ThanhYou!,một năm trước,5 sao
Nam Nguyen,Gói fpt gia Lai là hợp lý,9 tháng trước,5 sao
Puih Ken,"Dich vu tot , chat luong dam bao , phat huy them nhe nha mang",2 năm trước,5 sao
Sigourney,Cáp quang doanh nghiệp của FPT cung cấp dùng ngon.,một năm trước,5 sao
Olwen,"Gói cước internet cho doanh nghiệp của fpt rất hợp lý, rẻ",một năm trước,5 sao
김현진,tôi tin tưởng chất lượng dịch vụ mạn fpt gia lai,một năm trước,5 sao
Taylor Garrett,FPT Play sở hữu bản quyền truyền hình V-League 2023-2027,một năm trước,5 sao
Marie Hobbs,FPT Telecom có chổ để xe rộng rãi và thoải mái,một năm trước,5 sao
Trúc Trần,"tổng đài fpt nhanh, gọn, và rất tốt",một năm trước,5 sao
Farrer,"Đầu thu FPT Play tốt, remote điều khiển giọng nói.",một năm trước,5 sao
Hải Nguyễn,"Mạng fpt gia lai, ngon",11 tháng trước,5 sao
Tùng Nguyễn bá,"chất lượng ok, chuyên nghiệp, triển khai nhanh",một năm trước,5 sao
Celina,Mạng FPT siêu mạnh luôn mn ơi. Tin dùng,một năm trước,5 sao
Farah,tổng đài lắp mạng internet fpt gia lai hoạt động 24/7,một năm trước,5 sao
Wilfred,Tổng Đài mạng fpt gia lai Alo là có ngay.,một năm trước,5 sao
Gabriel,Sài mạng FPT 10 năm nay thấy tuyệt vời.,một năm trước,5 sao
Parker Frost,"Lắp đặt rất nhanh chóng, dịch vụ tốt. Số 1 về dịch vụ",một năm trước,5 sao
Hải Nguyễn,"Fpt gia lai, mạng tốt",một năm trước,5 sao
Vi Nguyen,"tong dai fpt rat, nhanh nen",10 tháng trước,5 sao
Dylan Sanders,Nhà thông minh FPT - không chín bốn bảy tám ba ba sáu bảy chín,một năm trước,5 sao
Parker Stansberry,"Sale Tư vấn nhiệt tình, nhân viên chuyên nghiệp",một năm trước,5 sao
Thành Kiên,Tổng đài FPT Gia Lai. Nhanh,10 tháng trước,5 sao
Bao Tu Lien,"Cáp quang fpt chạy nhanh, ổn định lắm.",một năm trước,5 sao
Thu Hong Ngoc,"Rất hài lòng về kỹ thuật FPT Pleiku, nhanh.",một năm trước,5 sao
Tuyên Nguyễn,Mạng mẽo fpt gia lai ok,11 tháng trước,5 sao
Huyền Lê,nhà mạng lắp wifi tại pleiku gia lai nhanh chóng,một năm trước,5 sao
Vincent,"Phần mềm KiotViet giá tốt, đang sài.",một năm trước,5 sao
Veros Marilyn,"dịch vụ truyệt vời, nhân viên xinh đẹp và giỏi",một năm trước,5 sao
Oralie,FPT Play - sản phẩm truyền hình tuyệt vời.,một năm trước,5 sao
Manh Do Duc,"mạng ổn định, nhà mình tin dùng",một năm trước,5 sao
Lê Vinh,Mạng ok,10 tháng trước,5 sao
Gladys,"Alo cái là có, không ngại xa, rất tốt.",một năm trước,5 sao
thiêng huỳnh cao (caothiengthiengfb),Dịch vụ fpt telecom gia lai tốt,một năm trước,5 sao
Thắng Trần,"Dịch vụ tốt , truyền hình có nhiều điểm hay ,",2 năm trước,5 sao
Adela,Dịch vụ Icloud của Cam FPT tuyệt vời.,một năm trước,5 sao
Westin Demotts,Chất lượng dịch vụ tốt nên dùng.,một năm trước,5 sao
Trương Yến,"Phần mềm sapo chạy ổn định, tin dùng",một năm trước,5 sao
Hà Trần Bích,"FPT Telecom Gia Lai, 67 tăng bạt hổ, pleiku, gia lai.",một năm trước,5 sao
Hung Le,"Dịch vụ chuyên nghiệp, nhiều ưu đãi.",một năm trước,5 sao
Siegfried,Mình thích sử dụng đầu thu FPT Play,một năm trước,5 sao
서연,"Internet FPT Gia Lai, mạng mạnh sóng khỏe.",một năm trước,5 sao
Lệ Nguyễn Thị,Mạng ngon,một năm trước,5 sao
Manfred,FPT Camera Giải pháp Cloud Camera cho doanh nghiệp,một năm trước,5 sao
Ambrose,Good services. Thank you Chi nhánh FPT Gia Lai!,một năm trước,5 sao
Hiền Nguyễn,Fpt gia lai manh,một năm trước,5 sao
Thanh Liem Hoang,Mạng fpt gia lai mượt,một năm trước,5 sao
Phuoc Huynh,Mạng fpt gia lai ngon,một năm trước,5 sao
Schulz Evan,Mình đang sài phần mềm kiotviet do FPT cài đặt.,một năm trước,5 sao
chau cao,Mạng tốt,2 năm trước,5 sao
Bảo ngọc duơng phạm,Quá Ok,2 năm trước,5 sao
Việt Nguyễn,fpt tâm sóc tốt,một năm trước,5 sao
thuan nguyen,Rất tuyệt vời,2 năm trước,5 sao
Tú Ngô,Đợt gia lai tốt,một năm trước,5 sao
Lê Thị Kim Yến,mạng fpt OK,11 tháng trước,5 sao
Gia Lai Tuấn CSM,Mạng fpt gia lai tốt,một năm trước,5 sao
Trần Đình Quý Trần,Rất tuyệt vời,2 năm trước,5 sao
Brittney Enzian,Camera FPT là tốt.,một năm trước,5 sao
minh vo,"fpt pleiku mạng cáp quang ok, ngon",1 ngày trước,5 sao
Nguyễn Thị Hồng Trung Nguyễn,Fpt nào ổn?,4 tháng trước,5 sao
orchid blood,Tốt,một năm trước,5 sao
Philomena,Rất tốt!,một năm trước,5 sao
Phạm Hùng Việt,Dịch vụ tốt,một năm trước,5 sao
Đoàn Thị Mỹ Liên,"Dịch vụ tuyệt vời, wifi6 đỉnh đấy, khác biệt. Phục vụ nhanh khi cần, có cái Hifpt tắt mở thiết bị từ xa chuẩn giúp mình qli đc còn cái.",2 tháng trước,5 sao
Bình Chánh Nguyễn,có anh kỹ thuật viên fix lag liên quân rất nhanh và nhiệt tình,một tháng trước,5 sao
FREE APP,"Đang dùng 1 gói viettel và 1 gói fpt, thấy fpt ổn hơn",3 tháng trước,5 sao
Bichnhan Nguyenthi,"Tôi đang dùng FPT cho nhà là 80mp, công ty gói 250mp. Dạo này thấy chất lượng có vẻ đc cải thiện khá nhiều, alo hỗ trợ nhanh",2 năm trước,5 sao
Thanh Diệp,"Quá ngon, Món ăn tươi sống chất lượng",4 tháng trước,5 sao
Nguyễn Thanh Vũ,"Cung cấp dịch vụ, chăm sóc khách hàng chu đáo nhiệt tình",một năm trước,5 sao
Kinh Kha,Mạng tốt ổn định rất khỏe,2 tháng trước,5 sao
Thành Lợi Nguyễn,Mạng mạnh top 1 thế giới ❤️,5 tháng trước,5 sao
nguyen huynh,"Dịch vụ tốt, trải nghiệm tốt. Tư vấn và hỗ trợ nhiệt tình. Đặc biệt bạn tư vấn rất dễ thương và đẹp choai",10 tháng trước,5 sao
Thuwz H.,"Wifi thì yếu =)) Thu tiền thì cử người tới nhanh lắm Còn gọi sửa chữa đường dây wifi thì,gọi thì không nghe máy,hẹn tới hẹn lui :))) Lúc hẹn 10,xong chuyển thành 11 giờ,có khi 2,3 giờ chiều mới tới sửa :))) Coi thường khách hàng quá rồi :))) Wifi như hạch,tốn mớ tiền :))) Coi lạ cách làm ăn với khách hàng đi nhen :))) chứ thấy hơi bị coi thường khách quá rồi đấy.... :))) Bảo cái gì dịch vụ tốt á,xin rất dỡ và kém nhen :))",một năm trước,1 sao
nxb quynhon,Dịch vụ tuyệt vời,3 tháng trước,5 sao
Duyen Le,"Mạng quá yếu, cục mạng cách 2m mà sài k đc đi sài ké hàng xóm,  xong phải đk 4g sài. Nhân viên làm việc k chuyên nghiệp, tới ngày thanh toán thì k thấy báo tự động đi cắt mạng.",2 năm trước,1 sao
Miên Phạm,Anh bảo vệ rất dễ thương và vui tính🙂 …,2 năm trước,5 sao
Me CRY,người sửa chữa tuyệt vời,2 tháng trước,5 sao
Mốc Xì Tv,Dịch vụ quá tệ.,4 tháng trước,1 sao
Mưa,Dịch vụ tận tâm,3 tháng trước,5 sao
Hiếu Nguyễn Văn,KCN rộng còn nhiều đất trống đang chờ các nhà đầu tư . địa điểm gần biển cách cảng Quy Nhơn khoảng 50km và cách cảng Vũng Rô Phú Yên khoảng 90km  .,3 năm trước,4 sao
dinh chau,"Nhà tôi sử dụng mạng FPT với 3 địa điểm: 28 Nguyễn Huệ, 1 ở Đường Hoàng Văn Thụ và 1 đường Xuân Diệu. Tôi nghe nhân viên tư vấn nộp tiền 6 tháng tặng 1 tháng và tôi nộp như thế 3 lần rồi. Lần nộp tháng 12/ 2021 đến 5/2022, tặng tháng 6. Nhưng đến tháng 3 vì nhà k có người ở, tôi báo tạm ngưng sử dụng, đến đầu tháng 5 thì sử dụng lại. Bây giờ công ty thu tiền tháng 6 là 104.50đ và trả tiền cho nhân viên đến thu ở nhà là 16000. Tôi thấy rất vô lý là phải nộp 104.50đ tháng 6??? Theo đúng cam kết thì tháng 6 tôi k phải nộp tiền ( Nộp 6 tháng km 1 tháng) , tôi muốn bảo vệ linh kiện nên báo tắt, tạm ngưng, giờ phải nộp tiền tháng 6. Nếu tôi biết thế thi không báo tạm ngưng mà cứ để vậy thì không phải trả tiền tháng 6. Nhân viên đến nhà thu tiền thì thu thêm 16 ngàn phí vậy thì công ty giàu to không phải trả lương cho nhân viên rồi.",2 năm trước,1 sao
Đài Nguyễn,Tuyệt vời,2 tháng trước,5 sao
Âu Lê Hoa Cúc,"Dịch vụ lắp đặt mạng fpt quy nhơn rất tốt.  Mạng cáp quang fpt sài mạnh,  chơi game OK.  Truyền hình fpt đa dạng, phong phú.",3 năm trước,5 sao
Xuân Sơn Trần,"Nên có ưu đãi cho khách hàng cũ, vd như nâng cấp thiết bị 5G thì ok hơn",2 năm trước,5 sao
Huỳnh Tùng,"Gia đình tôi rất hài lòng về dịch vụ và chất lượng của FPT,  dùng rất tốt ! cố gắng phát huy nhé",8 năm trước,5 sao
Gà Ta Sơn Ca,dịch vụ rất nhanh chóng và tận tâm Gửi từ anh Lee Nguy Hiểm,8 năm trước,4 sao
Du Nguyen,Mạng ổn đinh,8 tháng trước,5 sao
Thạnh FPT,Quá tuyệt vời.🥰🥰🥰🥰🥰🥰🥰🥰🥰 …,2 tháng trước,5 sao
Oanh Đặng,"Mạng ổn định, Nhân viên tư vấn nhiệt tình",2 năm trước,5 sao
quyết cao,Dịch vụ tốt. Truyền hình fpt sài mượt. Đa dạng nội dung.,3 năm trước,5 sao
Thuong Nguyen xuan,"văn phòng thoáng mát, dịch vụ ok",2 năm trước,5 sao
Suong Nguyen,"Mạng chuẩn,truyền hình bao nét",2 năm trước,5 sao
Nha Nguyễn,"Nhân viên thân thiện,  phục vụ tốt",2 năm trước,5 sao
nhung tran,Chất lượng dịch vụ quá tuyệt vời! Thank,8 năm trước,5 sao
Linh Lê Thị Thu,Noi nay that la tao lao do nha mac du minh khong biet no nay he he,7 năm trước,3 sao
DƯƠNG ĐÌNH KHOA,"phục vụ rất tốt, cảm ơn công ty",8 năm trước,5 sao
Tưởng Vũ,Dịch vụ fpt quy nhơn rất tốt,8 năm trước,5 sao
Lam Xu Nau,Ranh giới biển bao hết khu này,4 năm trước,3 sao
Phương Lương Thị,"Mạng nhanh, livetream tốt",2 năm trước,5 sao
Văn Xung Lê,dịch vụ rất tốt,8 năm trước,5 sao
Đinh Linh Dang,Vui vẻ niềm nở,4 năm trước,4 sao
Anh Nguyễn Vũ,1 nơi tuyệt vời,4 năm trước,5 sao
Mạnh Cao Xuân,Hạ tầng ok!,4 năm trước,4 sao
Hùng Võ Thái,Khu công nghiệp,2 năm trước,3 sao
Dinh vu Tran,Tạm ổn!,4 năm trước,4 sao
phuong ha,tạm được,5 năm trước,4 sao
Hải Sơn Phạm,View đẹp,4 năm trước,5 sao
Dung Nguyen,Khá ổn,4 năm trước,4 sao
dung nguyen,fpt là được nhất,8 năm trước,5 sao
Quang Xuân,Đẹp,2 năm trước,5 sao
Tùng Nguyễn Dương,fpt tuyệt vời,7 năm trước,5 sao
baoanh phan,bt,3 năm trước,2 sao
Lưu Trữ2,tốt,7 năm trước,5 sao
Sơn Đức,Tạm ổn,8 năm trước,4 sao
Viet Tan,Ổn,4 năm trước,5 sao
truong thanh,Nơi đáng yêu,4 năm trước,5 sao
takatori kohei (coolkohei),Việt Nam đang phát triển,5 năm trước,4 sao
KHƯƠNG NGUYỄN,Tốt,8 năm trước,5 sao
trinh hoangthi,"Lắp đặt internet, mạng wifi fpt dùng ok, truyền hình thì đa dạng kênh, lắp đặt nhanh, tư vấn hỗ trợ nhiệt tình.",một tuần trước,5 sao
Viết Cầm Phạm,"Nhân viên hỗ trợ nhanh, nhiệt tình, tận tâm, mạng dùng khỏe, ko gặp sự cố, chơi game hay xem video ko bị lag",2 tháng trước,5 sao
benie desmondyk,"Mạng internet wifi dùng tốt, hỗ trợ nhanh",một tuần trước,5 sao
Nam Nguyen,"Nâng cấp wifi 6 quá mạnh, cả xóm xài ké ngon luôn",5 tháng trước,5 sao
tân trần,"Nhân viên tư vấn nhiệt tình, hô trợ nhanh",2 tháng trước,5 sao
van trong,"QUÁ THẤT VỌNG VỀ DỊCH VỤ CỦA FPT  Tôi đang là 1 khách hàng của dịch vụ FPT, gói Internet và truyền hình cáp. Tôi viết thư này vì là một người sử dụng dịch vụ lâu dài của công ty nhưng là không nhận được sự hỗ trợ đúng mực, chuyên nghiệp, và được tôn trọng như một người khách hàng đáng nhận được.  01./ Hợp đồng của tôi 12 tháng + 3 tháng miễn phí, đóng phí 1 lần, kết thúc vào 23/10/2023.Sau khi hết hạn, nhân viên có liên hệ đóng phí thì tôi có nhờ bên công ty cho người ghé nhà để làm việc và đóng tiền luôn 1 năm, nhưng công ty báo là không có người nên tạm thời đóng phí thanh toán đến hết 31/10/2023 là 31k. và tôi có thanh toán online vì số tiền nhỏ. Và Nhân viên FPT cũng hứa là sang tháng ghé nhà thu tiền. 2./ Tháng 11, đến hẹn thanh toán tôi có nhận được thông báo đóng tiền online dù trước đó tôi đã nói không đóng online được, và muốn đóng 1 lần 12 tháng tại nhà. Nhưng FPT không có người xuống và tới ngày thì ngắt mạng. Sau đó tôi có liên hệ thì mở mạng rồi mãi mới có người đến nhà thu tiền, nhưng lại chỉ thu 1 tháng ( Lý do là vì còn 1,2 tháng nữa hết năm nên thu tứng tháng, qua năm rồi đóng luôn 1 lần. 3./ Tháng 12, tôi có nhận được thông báo đóng tiền online, nhưng tôi cũng nói là không đóng online được nhờ xuống nhà, nhưng hết bạn này tới bạn khác gọi dù tôi nói là không đóng được, nhân viên cũng rất lịch sự ok nhưng hôm sau bạn khác gọi lại hỏi y như chưa có gọi bao giờ.  Chiều ngày 11/01/2024 có một nhân viên ghé nhà nhưng không gọi trước nên ko có ai ở nhà, chị có nói để hôm sau ghé lại. Sáng ngày 12/01/2024 : nhà tôi là bị cắt mạng.Sau đó có 1 bạn gọi hỏi thông tin cần hỗ trợ, tôi trao đổi rất lịch sự nhưng chưa nói xong bị tắt máy trước  TÓM LẠI TÔI MUỐN GÓP Ý NHƯ THẾ NÀY :  - Dù bên chăm sóc khách hàng có liên hệ để trao đổi thông tin thu tiền nhưng lại không cập nhật vào hệ thống lại yêu cầu của khách hàng, dẫn đến cứ gọi hỏi liên tụ vừa tốn thời gian của công ty lại còn làm phiền khách hàng. - Chưa làm rõ thông tin chưa đóng tiền do lý do gì nhưng tự ý cắt mạng của khách hàng, dù tôi rất mong muôn được đóng tiền => Tôi cảm thấy bị xúc phạm. - Mặc dù biết công ty tiết kiệm chi phí chuyển sang đóng online nhưng bố mẹ tôi dùng dịch vụ bố mẹ đóng tiền nhưng không biết sử dụng online thì phải có bộ phận riêng thu tiền của những đối tượng như thế này chứ.  Tóm lại, rất mong quý công ty xem lại và điều chỉnh lại hệ thống tránh để có nhiều khách hàng phải bức xúc hủy hợp đồng và viết mail góp ý nữa.",9 tháng trước,1 sao
